"","time","HR1","HR2","RESP1","RESP2","name","study","group","condition"
"1",16.605323,0.0404963670071579,4.28194839836937,-0.656048842315512,-0.33334919559547,"Study2_G7_T1_Conversation.csv","2","7","1"
"2",16.606992,0.0404963670071579,4.28194839836937,-0.731041984899649,-0.711962773751567,"Study2_G7_T1_Conversation.csv","2","7","1"
"3",16.608658,0.0404963670071579,4.24179559782165,-0.795071355447026,-1.3110344474884,"Study2_G7_T1_Conversation.csv","2","7","1"
"4",16.610323,0.0404963670071579,3.83580617006141,-0.832422965209141,-1.93538537602519,"Study2_G7_T1_Conversation.csv","2","7","1"
"5",16.611991,0.0404963670071579,3.83580617006141,-0.84422183700142,-2.44924311307539,"Study2_G7_T1_Conversation.csv","2","7","1"
"6",16.61366,0.0404963670071579,3.4652812685853,-0.84524202092261,-2.64332042619291,"Study2_G7_T1_Conversation.csv","2","7","1"
"7",16.615325,0.0404963670071579,2.51250295050389,-0.844430503598348,-2.45937663571996,"Study2_G7_T1_Conversation.csv","2","7","1"
"8",16.616992,-0.112765059460259,2.51250295050389,-0.843081682426889,-2.00467608518913,"Study2_G7_T1_Conversation.csv","2","7","1"
"9",16.618659,-0.175364797031458,2.51250295050389,-0.836559352542548,-1.48431358649442,"Study2_G7_T1_Conversation.csv","2","7","1"
"10",16.620326,-0.175364797031458,2.51250295050389,-0.804006352230124,-1.06591521739973,"Study2_G7_T1_Conversation.csv","2","7","1"
"11",16.621991,-0.175364797031458,2.51250295050389,-0.694131182420697,-0.798466063904481,"Study2_G7_T1_Conversation.csv","2","7","1"
"12",16.623657,-0.175364797031458,0.989683414100518,-0.491642604657157,-0.63166935581813,"Study2_G7_T1_Conversation.csv","2","7","1"
"13",16.625324,-0.175364797031458,0.337046469927644,-0.225277681576177,-0.536704615239158,"Study2_G7_T1_Conversation.csv","2","7","1"
"14",16.626992,-0.175364797031458,0.337046469927644,0.02473408109063,-0.479598103260031,"Study2_G7_T1_Conversation.csv","2","7","1"
"15",16.628658,-0.175364797031458,0.337046469927644,0.196502515434671,-0.43845248596425,"Study2_G7_T1_Conversation.csv","2","7","1"
"16",16.630324,-0.175364797031458,0.337046469927644,0.290203904091285,-0.413837069335061,"Study2_G7_T1_Conversation.csv","2","7","1"
"17",16.631993,-0.175364797031458,0.430321522822267,0.329056772149408,-0.414746545479015,"Study2_G7_T1_Conversation.csv","2","7","1"
"18",16.63366,-0.193546719088349,0.596143839079374,0.321207433939669,-0.43083056879196,"Study2_G7_T1_Conversation.csv","2","7","1"
"19",16.635325,-0.200973137956658,0.596143839079374,0.257861318292593,-0.442938411654988,"Study2_G7_T1_Conversation.csv","2","7","1"
"20",16.636992,-0.200973137956658,0.596143839079374,0.156679925524567,-0.420233710928488,"Study2_G7_T1_Conversation.csv","2","7","1"
"21",16.63866,-0.200973137956658,0.596143839079374,0.0794990628223838,-0.361502046753011,"Study2_G7_T1_Conversation.csv","2","7","1"
"22",16.640324,-0.200973137956658,0.624054734536776,0.0675676165965077,-0.293416249586883,"Study2_G7_T1_Conversation.csv","2","7","1"
"23",16.641991,-0.200973137956658,0.782216475462054,0.0926384459585079,-0.232028649870935,"Study2_G7_T1_Conversation.csv","2","7","1"
"24",16.643658,-0.200973137956658,0.782216475462054,0.112262661829857,-0.18149367313929,"Study2_G7_T1_Conversation.csv","2","7","1"
"25",16.645324,-0.200973137956658,0.782216475462054,0.119983997636315,-0.132604795042463,"Study2_G7_T1_Conversation.csv","2","7","1"
"26",16.646992,-0.200973137956658,0.782216475462054,0.117863550646818,-0.114500515060792,"Study2_G7_T1_Conversation.csv","2","7","1"
"27",16.648658,-0.200973137956658,1.44398475197364,0.0966148916815869,-0.109222267567162,"Study2_G7_T1_Conversation.csv","2","7","1"
"28",16.650326,-1.79836416497315,1.8162294075114,0.065410788379987,-0.0613532078092759,"Study2_G7_T1_Conversation.csv","2","7","1"
"29",16.651993,-2.45081965488129,1.8162294075114,0.0224901567799915,0.107425944070794,"Study2_G7_T1_Conversation.csv","2","7","1"
"30",16.653659,-2.45081965488129,1.8162294075114,-0.033041914853466,0.420489621115953,"Study2_G7_T1_Conversation.csv","2","7","1"
"31",16.655325,-2.45081965488129,1.8162294075114,-0.0636728784019959,0.780501078985183,"Study2_G7_T1_Conversation.csv","2","7","1"
"32",16.656992,-2.45081965488129,1.65073116551215,-0.0445578733100437,1.09997042455518,"Study2_G7_T1_Conversation.csv","2","7","1"
"33",16.658658,-2.45081965488129,0.84271033692754,-0.00343367765056841,1.34113426763232,"Study2_G7_T1_Conversation.csv","2","7","1"
"34",16.660323,-2.45081965488129,0.84271033692754,0.0329690552508675,1.50839238022237,"Study2_G7_T1_Conversation.csv","2","7","1"
"35",16.661991,-2.45081965488129,0.84271033692754,0.0415192503164861,1.60728044336915,"Study2_G7_T1_Conversation.csv","2","7","1"
"36",16.663658,-2.45081965488129,0.84271033692754,-0.0336921413489742,1.65404367689031,"Study2_G7_T1_Conversation.csv","2","7","1"
"37",16.665324,-2.45081965488129,0.799415096326197,-0.189894397831657,1.67355781610948,"Study2_G7_T1_Conversation.csv","2","7","1"
"38",16.666992,-0.521414520139523,0.676190180768527,-0.341409346789606,1.66739868891398,"Study2_G7_T1_Conversation.csv","2","7","1"
"39",16.668659,0.266652365881762,0.676190180768527,-0.38713486120666,1.63641300498954,"Study2_G7_T1_Conversation.csv","2","7","1"
"40",16.670326,0.266652365881762,0.676190180768527,-0.334569636383668,1.58829564797149,"Study2_G7_T1_Conversation.csv","2","7","1"
"41",16.671992,0.266652365881762,0.676190180768527,-0.268046216075614,1.53483232271353,"Study2_G7_T1_Conversation.csv","2","7","1"
"42",16.673659,0.266652365881762,0.866623236290589,-0.253522576727375,1.46974383339201,"Study2_G7_T1_Conversation.csv","2","7","1"
"43",16.675324,0.266652365881762,1.19087411461194,-0.295718014257979,1.38225671634573,"Study2_G7_T1_Conversation.csv","2","7","1"
"44",16.676992,0.266652365881762,1.19087411461194,-0.399766142262682,1.29101038752347,"Study2_G7_T1_Conversation.csv","2","7","1"
"45",16.678657,0.266652365881762,1.19087411461194,-0.560398916453877,1.22582962458692,"Study2_G7_T1_Conversation.csv","2","7","1"
"46",16.680323,0.266652365881762,1.19087411461194,-0.826658992865282,1.18866958995978,"Study2_G7_T1_Conversation.csv","2","7","1"
"47",16.681992,0.266652365881762,1.17813043454572,-1.14533131165398,1.16206962760731,"Study2_G7_T1_Conversation.csv","2","7","1"
"48",16.683658,0.366858178014698,1.16375990170509,-1.39939661672848,1.14492594400803,"Study2_G7_T1_Conversation.csv","2","7","1"
"49",16.685325,0.407787312547869,1.16375990170509,-1.48063213359651,1.14207553444711,"Study2_G7_T1_Conversation.csv","2","7","1"
"50",16.686992,0.407787312547869,1.16375990170509,-1.33876286348402,1.14970738205267,"Study2_G7_T1_Conversation.csv","2","7","1"
"51",16.68866,0.407787312547869,1.16375990170509,-1.04893828640991,1.15655218271496,"Study2_G7_T1_Conversation.csv","2","7","1"
"52",16.690326,0.407787312547869,1.11170115304769,-0.747891072264983,1.15268569967401,"Study2_G7_T1_Conversation.csv","2","7","1"
"53",16.691992,0.407787312547869,1.05751755750633,-0.527622070837239,1.14845674853325,"Study2_G7_T1_Conversation.csv","2","7","1"
"54",16.693658,0.407787312547869,1.05751755750633,-0.406721569094698,1.15608751056686,"Study2_G7_T1_Conversation.csv","2","7","1"
"55",16.695324,0.407787312547869,1.05751755750633,-0.342877365775158,1.16578056786049,"Study2_G7_T1_Conversation.csv","2","7","1"
"56",16.696992,0.407787312547869,1.05751755750633,-0.276572135321493,1.17183938893718,"Study2_G7_T1_Conversation.csv","2","7","1"
"57",16.698657,0.407787312547869,1.00899391887832,-0.186605699624545,1.17552691289358,"Study2_G7_T1_Conversation.csv","2","7","1"
"58",16.700324,0.47615492688435,0.941985084582508,-0.103838233688592,1.17469867250229,"Study2_G7_T1_Conversation.csv","2","7","1"
"59",16.701993,0.504079727106294,0.941985084582508,-0.0421211039386679,1.17414057195291,"Study2_G7_T1_Conversation.csv","2","7","1"
